 A ( ADVERB ) 
 assassinaste ( VERB ) lemma=`assassinare` VER:fin  
 assassinasti ( VERB ) lemma=`assassinare` VER:fin  
 assassinata ( VERB_PAST_PARTICIPLE VERB ) lemma=`assassinare` VER:ppast  
 assassinate ( VERB_PAST_PARTICIPLE VERB ) lemma=`assassinare`assassinare` VER:fin  VER:ppast  
 assassinati ( VERB_PAST_PARTICIPLE VERB ) lemma=`assassinare` VER:ppast  
 assassinato ( VERB_PAST_PARTICIPLE VERB ) lemma=`assassinare` VER:ppast  
 assassinava ( VERB ) lemma=`assassinare` VER:fin  
 assassinavamo ( VERB ) lemma=`assassinare` VER:fin  
 assassinavan ( VERB ) lemma=`assassinare` VER:fin  
 assassinavano ( VERB ) lemma=`assassinare` VER:fin  
 assassinavate ( VERB ) lemma=`assassinare` VER:fin  
 assassinavi ( VERB ) lemma=`assassinare` VER:fin  
 assassinavo ( VERB ) lemma=`assassinare` VER:fin  
 assassine ( NOUN ADJECTIVE NOUN_SINGULAR ) lemma=`assassino`assassina` ADJ  NOUN  
 assassinera' ( VERB ) lemma=`assassinare` VER:fin  
 assassinerai ( VERB ) lemma=`assassinare` VER:fin  
 assassineran ( VERB ) lemma=`assassinare` VER:fin  
 assassineranno ( VERB ) lemma=`assassinare` VER:fin  
 assassinerebbe ( VERB ) lemma=`assassinare` VER:fin  
 assassinerebber ( VERB ) lemma=`assassinare` VER:fin  
 assassinerebbero ( VERB ) lemma=`assassinare` VER:fin  
 assassinerei ( VERB ) lemma=`assassinare` VER:fin  
 assassineremmo ( VERB ) lemma=`assassinare` VER:fin  
 assassineremo ( VERB ) lemma=`assassinare` VER:fin  
 assassinereste ( VERB ) lemma=`assassinare` VER:fin  
 assassineresti ( VERB ) lemma=`assassinare` VER:fin  
 assassinerete ( VERB ) lemma=`assassinare` VER:fin  
 assassinero' ( VERB ) lemma=`assassinare` VER:fin  
 assassinerà ( VERB ) lemma=`assassinare` VER:fin  
 assassinerò ( VERB ) lemma=`assassinare` VER:fin  
 assassini ( NOUN VERB ADJECTIVE NOUN_SINGULAR ) lemma=`assassino`assassinio|assassino`assassinare` ADJ  NOUN  VER:fin  
 assassiniamo ( VERB ) lemma=`assassinare` VER:fin  
 assassiniate ( VERB ) lemma=`assassinare` VER:fin  
 assassinii ( NOUN NOUN_SINGULAR ) lemma=`assassinio` NOUN  
 assassinin ( VERB ) lemma=`assassinare` VER:fin  
 assassinino ( VERB ) lemma=`assassinare` VER:fin  
 assassinio ( NOUN NOUN_SINGULAR ) 
 assassinissima ( ADJECTIVE ) lemma=`assassino` ADJ  
 assassinissime ( ADJECTIVE ) lemma=`assassino` ADJ  
 assassinissimi ( ADJECTIVE ) lemma=`assassino` ADJ  
 assassinissimo ( ADJECTIVE ) lemma=`assassino` ADJ  
 assassino ( NOUN VERB ADJECTIVE NOUN_SINGULAR ) lemma=`assassino`assassino`assassinare` ADJ  NOUN  VER:fin  
 assassino' ( VERB ) lemma=`assassinare` VER:fin  
 assassinò ( VERB ) lemma=`assassinare` VER:fin  
 assatanati ( NOUN NOUN_SINGULAR ) lemma=`assatanato` NOUN  
 assatanato ( NOUN NOUN_SINGULAR ) 
 asse ( NOUN NOUN_SINGULAR ) 
 asseconda ( VERB ) lemma=`assecondare` VER:fin  
 assecondai ( VERB ) lemma=`assecondare` VER:fin  
 assecondammo ( VERB ) lemma=`assecondare` VER:fin  
 assecondan ( VERB ) lemma=`assecondare` VER:fin  
 assecondando ( NOUN NOUN_GERUND ) lemma=`assecondare` VER:geru  
 assecondano ( VERB ) lemma=`assecondare` VER:fin  
 assecondante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`assecondare` VER:ppre  
 assecondanti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`assecondare` VER:ppre  
 assecondar ( VERB_INFINITIVE VERB ) lemma=`assecondare` VER:infi  
 assecondare ( VERB_INFINITIVE VERB ) 
 assecondarla ( VERB_INFINITIVE VERB ) lemma=`assecondare` VER:infi:cli  
 assecondarli ( VERB_INFINITIVE VERB ) lemma=`assecondare` VER:infi:cli  
 assecondarlo ( VERB_INFINITIVE VERB ) lemma=`assecondare` VER:infi:cli  
 assecondarne ( VERB_INFINITIVE VERB ) lemma=`assecondare` VER:infi:cli  
 assecondaron ( VERB ) lemma=`assecondare` VER:fin  
 assecondarono ( VERB ) lemma=`assecondare` VER:fin  
 assecondasse ( VERB ) lemma=`assecondare` VER:fin  
 assecondasser ( VERB ) lemma=`assecondare` VER:fin  
 assecondassero ( VERB ) lemma=`assecondare` VER:fin  
 assecondassi ( VERB ) lemma=`assecondare` VER:fin  
 assecondassimo ( VERB ) lemma=`assecondare` VER:fin  
 assecondaste ( VERB ) lemma=`assecondare` VER:fin  
 assecondasti ( VERB ) lemma=`assecondare` VER:fin  
 assecondata ( VERB_PAST_PARTICIPLE VERB ) lemma=`assecondare` VER:ppast  
 assecondate ( VERB_PAST_PARTICIPLE VERB ) lemma=`assecondare`assecondare` VER:fin  VER:ppast  
 assecondatelo ( VERB ) lemma=`assecondare` VER:fin:cli  
 assecondati ( VERB_PAST_PARTICIPLE VERB ) lemma=`assecondare` VER:ppast  
 assecondato ( VERB_PAST_PARTICIPLE VERB ) lemma=`assecondare` VER:ppast  
 assecondava ( VERB ) lemma=`assecondare` VER:fin  
 assecondavamo ( VERB ) lemma=`assecondare` VER:fin  
 assecondavan ( VERB ) lemma=`assecondare` VER:fin  
 assecondavano ( VERB ) lemma=`assecondare` VER:fin  
 assecondavate ( VERB ) lemma=`assecondare` VER:fin  
 assecondavi ( VERB ) lemma=`assecondare` VER:fin  
 assecondavo ( VERB ) lemma=`assecondare` VER:fin  
 assecondera' ( VERB ) lemma=`assecondare` VER:fin  
 asseconderai ( VERB ) lemma=`assecondare` VER:fin  
 asseconderan ( VERB ) lemma=`assecondare` VER:fin  
 asseconderanno ( VERB ) lemma=`assecondare` VER:fin  
 asseconderebbe ( VERB ) lemma=`assecondare` VER:fin  
 asseconderebber ( VERB ) lemma=`assecondare` VER:fin  
 asseconderebbero ( VERB ) lemma=`assecondare` VER:fin  
 asseconderei ( VERB ) lemma=`assecondare` VER:fin  
 asseconderemmo ( VERB ) lemma=`assecondare` VER:fin  
 asseconderemo ( VERB ) lemma=`assecondare` VER:fin  
 assecondereste ( VERB ) lemma=`assecondare` VER:fin  
 asseconderesti ( VERB ) lemma=`assecondare` VER:fin  
 asseconderete ( VERB ) lemma=`assecondare` VER:fin  
 assecondero' ( VERB ) lemma=`assecondare` VER:fin  
 asseconderà ( VERB ) lemma=`assecondare` VER:fin  
 asseconderò ( VERB ) lemma=`assecondare` VER:fin  
 assecondi ( VERB ) lemma=`assecondare` VER:fin  
 assecondiamo ( VERB ) lemma=`assecondare` VER:fin  
 assecondiamolo ( VERB ) lemma=`assecondare` VER:fin:cli  
 assecondiate ( VERB ) lemma=`assecondare` VER:fin  
 assecondin ( VERB ) lemma=`assecondare` VER:fin  
 assecondino ( VERB ) lemma=`assecondare` VER:fin  
 assecondo ( VERB ) lemma=`assecondare` VER:fin  
 assecondo' ( VERB ) lemma=`assecondare` VER:fin  
 assecondò ( VERB ) lemma=`assecondare` VER:fin  
 assedi ( NOUN VERB NOUN_SINGULAR ) lemma=`assedio`assediare` NOUN  VER:fin  
 assedia ( VERB ) lemma=`assediare` VER:fin  
 assediai ( VERB ) lemma=`assediare` VER:fin  
 assediammo ( VERB ) lemma=`assediare` VER:fin  
 assediamo ( VERB ) lemma=`assediare` VER:fin  
 assedian ( VERB ) lemma=`assediare` VER:fin  
 assediando ( NOUN NOUN_GERUND ) lemma=`assediare` VER:geru  
 assediano ( VERB ) lemma=`assediare` VER:fin  
 assediante ( VERB_PRESENT_PARTICIPLE NOUN VERB NOUN_SINGULAR ) lemma=`assediante`assediare` NOUN  VER:ppre  
 assedianti ( VERB_PRESENT_PARTICIPLE NOUN VERB NOUN_SINGULAR ) lemma=`assediante`assediare` NOUN  VER:ppre  
 assediar ( VERB_INFINITIVE VERB ) lemma=`assediare` VER:infi  
 assediare ( VERB_INFINITIVE VERB ) 
 assediarla ( VERB_INFINITIVE VERB ) lemma=`assediare` VER:infi:cli  
 assediarli ( VERB_INFINITIVE VERB ) lemma=`assediare` VER:infi:cli  
 assediaron ( VERB ) lemma=`assediare` VER:fin  
 assediarono ( VERB ) lemma=`assediare` VER:fin  
 assediasse ( VERB ) lemma=`assediare` VER:fin  
 assediasser ( VERB ) lemma=`assediare` VER:fin  
 assediassero ( VERB ) lemma=`assediare` VER:fin  
 assediassi ( VERB ) lemma=`assediare` VER:fin  
 assediassimo ( VERB ) lemma=`assediare` VER:fin  
 assediaste ( VERB ) lemma=`assediare` VER:fin  
 assediasti ( VERB ) lemma=`assediare` VER:fin  
 assediata ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) lemma=`assediato`assediare` ADJ  VER:ppast  
 assediate ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) lemma=`assediato`assediare`assediare` ADJ  VER:fin  VER:ppast  
 assediati ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) lemma=`assediato`assediare` ADJ  VER:ppast  
 assediatissima ( ADJECTIVE ) lemma=`assediato` ADJ  
 assediatissime ( ADJECTIVE ) lemma=`assediato` ADJ  
 assediatissimi ( ADJECTIVE ) lemma=`assediato` ADJ  
 assediatissimo ( ADJECTIVE ) lemma=`assediato` ADJ  
 assediato ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) lemma=`assediato`assediare` ADJ  VER:ppast  
 assediava ( VERB ) lemma=`assediare` VER:fin  
 assediavamo ( VERB ) lemma=`assediare` VER:fin  
 assediavan ( VERB ) lemma=`assediare` VER:fin  
 assediavano ( VERB ) lemma=`assediare` VER:fin  
 assediavate ( VERB ) lemma=`assediare` VER:fin  
 assediavi ( VERB ) lemma=`assediare` VER:fin  
 assediavo ( VERB ) lemma=`assediare` VER:fin  
 assediera' ( VERB ) lemma=`assediare` VER:fin  
 assedierai ( VERB ) lemma=`assediare` VER:fin  
 assedieran ( VERB ) lemma=`assediare` VER:fin  
 assedieranno ( VERB ) lemma=`assediare` VER:fin  
 assedierebbe ( VERB ) lemma=`assediare` VER:fin  
 assedierebber ( VERB ) lemma=`assediare` VER:fin  
 assedierebbero ( VERB ) lemma=`assediare` VER:fin  
 assedierei ( VERB ) lemma=`assediare` VER:fin  
 assedieremmo ( VERB ) lemma=`assediare` VER:fin  
 assedieremo ( VERB ) lemma=`assediare` VER:fin  
 assediereste ( VERB ) lemma=`assediare` VER:fin  
 assedieresti ( VERB ) lemma=`assediare` VER:fin  
 assedierete ( VERB ) lemma=`assediare` VER:fin  
 assediero' ( VERB ) lemma=`assediare` VER:fin  
 assedierà ( VERB ) lemma=`assediare` VER:fin  
 assedierò ( VERB ) lemma=`assediare` VER:fin  
 assedin ( VERB ) lemma=`assediare` VER:fin  
 assedino ( VERB ) lemma=`assediare` VER:fin  
 assedio ( NOUN VERB NOUN_SINGULAR ) lemma=`assedio`assediare` NOUN  VER:fin  
 assedio' ( VERB ) lemma=`assediare` VER:fin  
 assediò ( VERB ) lemma=`assediare` VER:fin  
 assegna ( VERB ) lemma=`assegnare` VER:fin  
 assegnai ( VERB ) lemma=`assegnare` VER:fin  
 assegnammo ( VERB ) lemma=`assegnare` VER:fin  
 assegnan ( VERB ) lemma=`assegnare` VER:fin  
 assegnando ( NOUN NOUN_GERUND ) lemma=`assegnare` VER:geru  
 assegnandogli ( NOUN NOUN_GERUND ) lemma=`assegnare` VER:geru:cli  
 assegnandola ( NOUN NOUN_GERUND ) lemma=`assegnare` VER:geru:cli  
 assegnandole ( NOUN NOUN_GERUND ) lemma=`assegnare` VER:geru:cli  
 assegnandoli ( NOUN NOUN_GERUND ) lemma=`assegnare` VER:geru:cli  
 assegnano ( VERB ) lemma=`assegnare` VER:fin  
 assegnante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`assegnare` VER:ppre  
 assegnanti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`assegnare` VER:ppre  
 assegnar ( VERB_INFINITIVE VERB ) lemma=`assegnare` VER:infi  
 assegnare ( VERB_INFINITIVE VERB ) 
 assegnargli ( VERB_INFINITIVE VERB ) lemma=`assegnare` VER:infi:cli  
 assegnarla ( VERB_INFINITIVE VERB ) lemma=`assegnare` VER:infi:cli  
 assegnarli ( VERB_INFINITIVE VERB ) lemma=`assegnare` VER:infi:cli  
 assegnarlo ( VERB_INFINITIVE VERB ) lemma=`assegnare` VER:infi:cli  
 assegnarne ( VERB_INFINITIVE VERB ) lemma=`assegnare` VER:infi:cli  
 assegnaron ( VERB ) lemma=`assegnare` VER:fin  
 assegnarono ( VERB ) lemma=`assegnare` VER:fin  
 assegnarsi ( VERB_INFINITIVE VERB ) lemma=`assegnare` VER:infi:cli  
 assegnarvi ( VERB_INFINITIVE VERB ) lemma=`assegnare` VER:infi:cli  
 assegnasse ( VERB ) lemma=`assegnare` VER:fin  
 assegnasser ( VERB ) lemma=`assegnare` VER:fin  
 assegnassero ( VERB ) lemma=`assegnare` VER:fin  
 assegnassi ( VERB ) lemma=`assegnare` VER:fin  
 assegnassimo ( VERB ) lemma=`assegnare` VER:fin  
 assegnaste ( VERB ) lemma=`assegnare` VER:fin  
 assegnasti ( VERB ) lemma=`assegnare` VER:fin  
 assegnata ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) lemma=`assegnato`assegnare` ADJ  VER:ppast  
 assegnatari ( NOUN NOUN_SINGULAR ) lemma=`assegnatario` NOUN  
 assegnatario ( NOUN NOUN_SINGULAR ) 
 assegnate ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) lemma=`assegnato`assegnare`assegnare` ADJ  VER:fin  VER:ppast  
 assegnategli ( VERB ) lemma=`assegnare` VER:fin:cli  
 assegnati ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) lemma=`assegnato`assegnare` ADJ  VER:ppast  
 assegnatissima ( ADJECTIVE ) lemma=`assegnato` ADJ  
 assegnatissime ( ADJECTIVE ) lemma=`assegnato` ADJ  
 assegnatissimi ( ADJECTIVE ) lemma=`assegnato` ADJ  
 assegnatissimo ( ADJECTIVE ) lemma=`assegnato` ADJ  
 assegnato ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) lemma=`assegnato`assegnare` ADJ  VER:ppast  
 assegnava ( VERB ) lemma=`assegnare` VER:fin  
 assegnavamo ( VERB ) lemma=`assegnare` VER:fin  
 assegnavan ( VERB ) lemma=`assegnare` VER:fin  
 assegnavano ( VERB ) lemma=`assegnare` VER:fin  
 assegnavate ( VERB ) lemma=`assegnare` VER:fin  
 assegnavi ( VERB ) lemma=`assegnare` VER:fin  
 assegnavo ( VERB ) lemma=`assegnare` VER:fin  
 assegnazione ( NOUN NOUN_SINGULAR ) 
 assegnazioni ( NOUN NOUN_SINGULAR ) lemma=`assegnazione` NOUN  
 assegnera' ( VERB ) lemma=`assegnare` VER:fin  
 assegnerai ( VERB ) lemma=`assegnare` VER:fin  
 assegneran ( VERB ) lemma=`assegnare` VER:fin  
 assegneranno ( VERB ) lemma=`assegnare` VER:fin  
 assegnerebbe ( VERB ) lemma=`assegnare` VER:fin  
 assegnerebber ( VERB ) lemma=`assegnare` VER:fin  
 assegnerebbero ( VERB ) lemma=`assegnare` VER:fin  
 assegnerei ( VERB ) lemma=`assegnare` VER:fin  
 assegneremmo ( VERB ) lemma=`assegnare` VER:fin  
 assegneremo ( VERB ) lemma=`assegnare` VER:fin  
 assegnereste ( VERB ) lemma=`assegnare` VER:fin  
 assegneresti ( VERB ) lemma=`assegnare` VER:fin  
 assegnerete ( VERB ) lemma=`assegnare` VER:fin  
 assegnero' ( VERB ) lemma=`assegnare` VER:fin  
 assegnerà ( VERB ) lemma=`assegnare` VER:fin  
 assegnerò ( VERB ) lemma=`assegnare` VER:fin  
 assegni ( NOUN VERB NOUN_SINGULAR ) lemma=`assegno`assegnare` NOUN  VER:fin  
 assegniamo ( VERB ) lemma=`assegnare` VER:fin  
 assegniate ( VERB ) lemma=`assegnare` VER:fin  
 assegnin ( VERB ) lemma=`assegnare` VER:fin  
 assegnino ( VERB ) lemma=`assegnare` VER:fin  
 assegno ( NOUN VERB NOUN_SINGULAR ) lemma=`assegno`assegnare` NOUN  VER:fin  
 assegno' ( VERB ) lemma=`assegnare` VER:fin  
 assegnò ( VERB ) lemma=`assegnare` VER:fin  
 assembla ( VERB ) lemma=`assemblare` VER:fin  
 assemblabile ( ADJECTIVE ) 
 assemblabili ( ADJECTIVE ) lemma=`assemblabile` ADJ  
 assemblabilissima ( ADJECTIVE ) lemma=`assemblabile` ADJ  
 assemblabilissime ( ADJECTIVE ) lemma=`assemblabile` ADJ  
 assemblabilissimi ( ADJECTIVE ) lemma=`assemblabile` ADJ  
 assemblabilissimo ( ADJECTIVE ) lemma=`assemblabile` ADJ  
 assemblaggi ( NOUN NOUN_SINGULAR ) lemma=`assemblaggio` NOUN  
 assemblaggio ( NOUN NOUN_SINGULAR ) 
 assemblai ( VERB ) lemma=`assemblare` VER:fin  
 assemblammo ( VERB ) lemma=`assemblare` VER:fin  
 assemblan ( VERB ) lemma=`assemblare` VER:fin  
 assemblando ( NOUN NOUN_GERUND ) lemma=`assemblare` VER:geru  
 assemblano ( VERB ) lemma=`assemblare` VER:fin  
 assemblante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`assemblare` VER:ppre  
 assemblanti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`assemblare` VER:ppre  
 assemblar ( VERB_INFINITIVE VERB ) lemma=`assemblare` VER:infi  
 assemblare ( VERB_INFINITIVE VERB ) 
 assemblaron ( VERB ) lemma=`assemblare` VER:fin  
 assemblarono ( VERB ) lemma=`assemblare` VER:fin  
 assemblasse ( VERB ) lemma=`assemblare` VER:fin  
 assemblasser ( VERB ) lemma=`assemblare` VER:fin  
 assemblassero ( VERB ) lemma=`assemblare` VER:fin  
 assemblassi ( VERB ) lemma=`assemblare` VER:fin  
 assemblassimo ( VERB ) lemma=`assemblare` VER:fin  
 assemblaste ( VERB ) lemma=`assemblare` VER:fin  
 assemblasti ( VERB ) lemma=`assemblare` VER:fin  
 assemblata ( VERB_PAST_PARTICIPLE VERB ) lemma=`assemblare` VER:ppast  
 assemblate ( VERB_PAST_PARTICIPLE VERB ) lemma=`assemblare`assemblare` VER:fin  VER:ppast  
 assemblati ( VERB_PAST_PARTICIPLE VERB ) lemma=`assemblare` VER:ppast  
 assemblato ( VERB_PAST_PARTICIPLE VERB ) lemma=`assemblare` VER:ppast  
 assemblava ( VERB ) lemma=`assemblare` VER:fin  
 assemblavamo ( VERB ) lemma=`assemblare` VER:fin  
 assemblavan ( VERB ) lemma=`assemblare` VER:fin  
 assemblavano ( VERB ) lemma=`assemblare` VER:fin  
 assemblavate ( VERB ) lemma=`assemblare` VER:fin  
 assemblavi ( VERB ) lemma=`assemblare` VER:fin  
 assemblavo ( VERB ) lemma=`assemblare` VER:fin  
 assemblea ( NOUN NOUN_SINGULAR ) 
 assemblee ( NOUN NOUN_SINGULAR ) lemma=`assemblea` NOUN  
 assemblera' ( VERB ) lemma=`assemblare` VER:fin  
 assemblerai ( VERB ) lemma=`assemblare` VER:fin  
 assembleran ( VERB ) lemma=`assemblare` VER:fin  
 assembleranno ( VERB ) lemma=`assemblare` VER:fin  
 assemblerebbe ( VERB ) lemma=`assemblare` VER:fin  
 assemblerebber ( VERB ) lemma=`assemblare` VER:fin  
 assemblerebbero ( VERB ) lemma=`assemblare` VER:fin  
 assemblerei ( VERB ) lemma=`assemblare` VER:fin  
 assembleremmo ( VERB ) lemma=`assemblare` VER:fin  
 assembleremo ( VERB ) lemma=`assemblare` VER:fin  
 assemblereste ( VERB ) lemma=`assemblare` VER:fin  
 assembleresti ( VERB ) lemma=`assemblare` VER:fin  
 assemblerete ( VERB ) lemma=`assemblare` VER:fin  
 assemblero' ( VERB ) lemma=`assemblare` VER:fin  
 assemblerà ( VERB ) lemma=`assemblare` VER:fin  
 assemblerò ( VERB ) lemma=`assemblare` VER:fin  
 assembli ( VERB ) lemma=`assemblare` VER:fin  
 assembliamo ( VERB ) lemma=`assemblare` VER:fin  
 assembliate ( VERB ) lemma=`assemblare` VER:fin  
 assemblin ( VERB ) lemma=`assemblare` VER:fin  
 assemblino ( VERB ) lemma=`assemblare` VER:fin  
 assemblo ( VERB ) lemma=`assemblare` VER:fin  
 assemblo' ( VERB ) lemma=`assemblare` VER:fin  
 assemblò ( VERB ) lemma=`assemblare` VER:fin  
 assembra ( VERB ) lemma=`assembrare` VER:fin  
 assembrai ( VERB ) lemma=`assembrare` VER:fin  
 assembramenti ( NOUN NOUN_SINGULAR ) lemma=`assembramento` NOUN  
 assembramento ( NOUN NOUN_SINGULAR ) 
 assembrammo ( VERB ) lemma=`assembrare` VER:fin  
 assembran ( VERB ) lemma=`assembrare` VER:fin  
 assembrando ( NOUN NOUN_GERUND ) lemma=`assembrare` VER:geru  
 assembrano ( VERB ) lemma=`assembrare` VER:fin  
 assembrante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`assembrare` VER:ppre  
 assembranti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`assembrare` VER:ppre  
 assembrar ( VERB_INFINITIVE VERB ) lemma=`assembrare` VER:infi  
 assembrare ( VERB_INFINITIVE VERB ) 
 assembraron ( VERB ) lemma=`assembrare` VER:fin  
 assembrarono ( VERB ) lemma=`assembrare` VER:fin  
 assembrasse ( VERB ) lemma=`assembrare` VER:fin  
 assembrasser ( VERB ) lemma=`assembrare` VER:fin  
 assembrassero ( VERB ) lemma=`assembrare` VER:fin  
 assembrassi ( VERB ) lemma=`assembrare` VER:fin  
 assembrassimo ( VERB ) lemma=`assembrare` VER:fin  
 assembraste ( VERB ) lemma=`assembrare` VER:fin  
 assembrasti ( VERB ) lemma=`assembrare` VER:fin  
 assembrata ( VERB_PAST_PARTICIPLE VERB ) lemma=`assembrare` VER:ppast  
 assembrate ( VERB_PAST_PARTICIPLE VERB ) lemma=`assembrare`assembrare` VER:fin  VER:ppast  
 assembrati ( VERB_PAST_PARTICIPLE VERB ) lemma=`assembrare` VER:ppast  
 assembrato ( VERB_PAST_PARTICIPLE VERB ) lemma=`assembrare` VER:ppast  
 assembrava ( VERB ) lemma=`assembrare` VER:fin  
 assembravamo ( VERB ) lemma=`assembrare` VER:fin  
 assembravan ( VERB ) lemma=`assembrare` VER:fin  
 assembravano ( VERB ) lemma=`assembrare` VER:fin  
 assembravate ( VERB ) lemma=`assembrare` VER:fin  
 assembravi ( VERB ) lemma=`assembrare` VER:fin  
 assembravo ( VERB ) lemma=`assembrare` VER:fin  
 assembrera' ( VERB ) lemma=`assembrare` VER:fin  
 assembrerai ( VERB ) lemma=`assembrare` VER:fin  
 assembreran ( VERB ) lemma=`assembrare` VER:fin  
 assembreranno ( VERB ) lemma=`assembrare` VER:fin  
 assembrerebbe ( VERB ) lemma=`assembrare` VER:fin  
 assembrerebber ( VERB ) lemma=`assembrare` VER:fin  
 assembrerebbero ( VERB ) lemma=`assembrare` VER:fin  
 assembrerei ( VERB ) lemma=`assembrare` VER:fin  
 assembreremmo ( VERB ) lemma=`assembrare` VER:fin  
 assembreremo ( VERB ) lemma=`assembrare` VER:fin  
 assembrereste ( VERB ) lemma=`assembrare` VER:fin  
 assembreresti ( VERB ) lemma=`assembrare` VER:fin  
 assembrerete ( VERB ) lemma=`assembrare` VER:fin  
 assembrero' ( VERB ) lemma=`assembrare` VER:fin  
 assembrerà ( VERB ) lemma=`assembrare` VER:fin  
 assembrerò ( VERB ) lemma=`assembrare` VER:fin  
 assembri ( VERB ) lemma=`assembrare` VER:fin  
 assembriamo ( VERB ) lemma=`assembrare` VER:fin  
 assembriate ( VERB ) lemma=`assembrare` VER:fin  
 assembrin ( VERB ) lemma=`assembrare` VER:fin  
 assembrino ( VERB ) lemma=`assembrare` VER:fin  
 assembro ( VERB ) lemma=`assembrare` VER:fin  
 assembro' ( VERB ) lemma=`assembrare` VER:fin  
 assembrò ( VERB ) lemma=`assembrare` VER:fin  
 assennata ( ADJECTIVE ) lemma=`assennato` ADJ  
 assennate ( ADJECTIVE ) lemma=`assennato` ADJ  
 assennati ( ADJECTIVE ) lemma=`assennato` ADJ  
 assennatissima ( ADJECTIVE ) lemma=`assennato` ADJ  
 assennatissime ( ADJECTIVE ) lemma=`assennato` ADJ  
 assennatissimi ( ADJECTIVE ) lemma=`assennato` ADJ  
 assennatissimo ( ADJECTIVE ) lemma=`assennato` ADJ  
 assennato ( ADJECTIVE ) 
 assensi ( NOUN NOUN_SINGULAR ) lemma=`assenso` NOUN  
 assenso ( NOUN NOUN_SINGULAR ) 
 assenta ( VERB ) lemma=`assentare|assentire` VER:fin  
 assentai ( VERB ) lemma=`assentare` VER:fin  
 assentammo ( VERB ) lemma=`assentare` VER:fin  
 assentan ( VERB ) lemma=`assentare|assentire` VER:fin  
 assentando ( NOUN NOUN_GERUND ) lemma=`assentare` VER:geru  
 assentano ( VERB ) lemma=`assentare|assentire` VER:fin  
 assentar ( VERB_INFINITIVE VERB ) lemma=`assentare` VER:infi  
 assentare ( VERB_INFINITIVE VERB ) 
 assentaron ( VERB ) lemma=`assentare` VER:fin  
 assentarono ( VERB ) lemma=`assentare` VER:fin  
 assentarsi ( VERB_INFINITIVE VERB ) 
 assentasse ( VERB ) lemma=`assentare` VER:fin  
 assentasser ( VERB ) lemma=`assentare` VER:fin  
 assentassero ( VERB ) lemma=`assentare` VER:fin  
 assentassi ( VERB ) lemma=`assentare` VER:fin  
 assentassimo ( VERB ) lemma=`assentare` VER:fin  
 assentaste ( VERB ) lemma=`assentare` VER:fin  
 assentasti ( VERB ) lemma=`assentare` VER:fin  
 assentata ( VERB_PAST_PARTICIPLE VERB ) lemma=`assentare` VER:ppast  
 assentate ( VERB_PAST_PARTICIPLE VERB ) lemma=`assentare`assentare` VER:fin  VER:ppast  
 assentati ( VERB_PAST_PARTICIPLE VERB ) lemma=`assentare` VER:ppast  
 assentato ( VERB_PAST_PARTICIPLE VERB ) lemma=`assentare` VER:ppast  
 assentava ( VERB ) lemma=`assentare` VER:fin  
 assentavamo ( VERB ) lemma=`assentare` VER:fin  
 assentavan ( VERB ) lemma=`assentare` VER:fin  
 assentavano ( VERB ) lemma=`assentare` VER:fin  
 assentavate ( VERB ) lemma=`assentare` VER:fin  
 assentavi ( VERB ) lemma=`assentare` VER:fin  
 assentavo ( VERB ) lemma=`assentare` VER:fin  
 assente ( NOUN VERB ADJECTIVE NOUN_SINGULAR ) lemma=`assente`assente`assentire` ADJ  NOUN  VER:fin  
